product,date_time,external_measurement_weight,height_avg
7 oz S Sirloin A,2024-06-13 18:42:48,6.52,1.32795
7 oz S Sirloin A,2024-06-13 18:42:55,6.54,1.05811
7 oz S Sirloin A,2024-06-13 18:43:02,6.7,1.42337
7 oz S Sirloin A,2024-06-13 18:43:14,6.28,1.37016
7 oz S Sirloin A,2024-06-13 18:43:20,7.16,1.52065
7 oz S Sirloin A,2024-06-13 18:43:28,6.9,1.20865
7 oz S Sirloin A,2024-06-13 18:43:53,6.8,1.19957
7 oz S Sirloin A,2024-06-13 18:44:00,6.66,1.418
7 oz S Sirloin A,2024-06-13 18:44:07,6.58,1.33521
7 oz S Sirloin A,2024-06-13 18:44:14,6.42,1.19927
7 oz S Sirloin A,2024-06-13 18:44:20,6.52,1.40022
7 oz S Sirloin A,2024-06-13 18:44:27,6.54,1.416
7 oz S Sirloin A,2024-06-13 18:44:35,6.3,1.2897
7 oz S Sirloin A,2024-06-13 18:44:43,6.64,1.31933
7 oz S Sirloin A,2024-06-13 18:44:51,6.68,1.32386
7 oz S Sirloin A,2024-06-13 18:44:57,6.54,1.27256
7 oz S Sirloin A,2024-06-13 18:45:05,6.7,1.70539
7 oz S Sirloin A,2024-06-13 18:45:13,6.3,1.22837
7 oz S Sirloin A,2024-06-13 18:45:20,6.7,1.1748
7 oz S Sirloin A,2024-06-13 18:45:27,6.66,1.17053
7 oz S Sirloin A,2024-06-13 18:45:34,6.54,1.36267
7 oz S Sirloin A,2024-06-13 18:45:42,6.44,1.11929
7 oz S Sirloin A,2024-06-13 18:46:37,6.72,1.22563
7 oz S Sirloin A,2024-06-13 18:46:44,6.62,1.26509
7 oz S Sirloin A,2024-06-13 18:46:51,6.52,1.24554
7 oz S Sirloin A,2024-06-13 18:46:58,6.58,1.49257
7 oz S Sirloin A,2024-06-13 18:47:05,6.62,1.18212
7 oz S Sirloin A,2024-06-13 18:47:13,6.68,1.18476
7 oz S Sirloin A,2024-06-13 18:47:29,6.6,1.2988
7 oz S Sirloin A,2024-06-13 18:50:11,6.28,1.21585
7 oz S Sirloin A,2024-06-13 18:50:18,6.64,1.31786
7 oz S Sirloin A,2024-06-13 18:50:25,6.67,1.44276
7 oz S Sirloin A,2024-06-13 18:50:33,6.4,1.28513
7 oz S Sirloin A,2024-06-13 18:50:40,6.32,1.4453
7 oz S Sirloin A,2024-06-13 18:50:48,6.42,1.20187
7 oz S Sirloin A,2024-06-13 18:50:55,6.66,1.36327
7 oz S Sirloin A,2024-06-13 18:51:02,6.66,1.54996
7 oz S Sirloin A,2024-06-13 18:51:09,6.34,1.36318
7 oz S Sirloin A,2024-06-13 18:51:39,6.64,1.2315
7 oz S Sirloin A,2024-06-13 18:51:46,6.52,1.58216
7 oz S Sirloin A,2024-06-13 18:51:57,6.78,1.18695
7 oz S Sirloin A,2024-06-13 18:52:04,6.6,1.21004
7 oz S Sirloin A,2024-06-13 18:52:11,6.46,1.3473
7 oz S Sirloin A,2024-06-13 18:52:18,6.46,1.32656
7 oz S Sirloin A,2024-06-13 18:52:25,6.42,1.12215
7 oz S Sirloin A,2024-06-13 18:52:33,7.12,1.58831
7 oz S Sirloin A,2024-06-13 18:52:40,6.72,1.27733
7 oz S Sirloin A,2024-06-13 18:52:47,6.62,1.40054
7 oz S Sirloin A,2024-06-13 18:52:54,6.78,1.19179
7 oz S Sirloin A,2024-06-13 18:53:01,6.52,1.31467
7 oz S Sirloin A,2024-06-13 18:53:08,6.6,1.17828
7 oz S Sirloin A,2024-06-13 18:53:15,6.44,1.5728
7 oz S Sirloin A,2024-06-13 18:54:13,6.48,1.37631
7 oz S Sirloin A,2024-06-13 18:54:22,6.9,1.34214
7 oz S Sirloin A,2024-06-13 18:54:32,6.48,1.3364
7 oz S Sirloin A,2024-06-13 18:54:40,6.3,1.1802
7 oz S Sirloin A,2024-06-13 18:54:47,6.32,1.33108
7 oz S Sirloin A,2024-06-13 18:54:56,6.74,1.33683
7 oz S Sirloin A,2024-06-13 18:55:03,6.42,1.28027
7 oz S Sirloin A,2024-06-13 18:55:09,6.44,1.28081
7 oz S Sirloin A,2024-06-13 18:55:17,6.76,1.2557
7 oz S Sirloin A,2024-06-13 18:55:24,6.36,1.35753
7 oz S Sirloin A,2024-06-13 18:55:30,6.56,1.45834
7 oz S Sirloin A,2024-06-13 18:55:37,6.74,1.29405
7 oz S Sirloin A,2024-06-13 18:55:45,6.7,1.51702
7 oz S Sirloin A,2024-06-13 18:55:53,6.56,1.38216
7 oz S Sirloin A,2024-06-13 18:56:00,6.54,1.30143
7 oz S Sirloin A,2024-06-13 18:56:07,6.32,1.34687
7 oz S Sirloin A,2024-06-13 18:56:14,6.8,1.35306
7 oz S Sirloin A,2024-06-13 18:56:20,6.64,1.3807
7 oz S Sirloin A,2024-06-13 18:56:28,6.38,1.30249
7 oz S Sirloin A,2024-06-13 18:56:36,7.22,1.39558
7 oz S Sirloin A,2024-06-13 18:56:43,6.82,1.2267
7 oz S Sirloin A,2024-06-13 18:56:51,6.24,1.21681
7 oz S Sirloin A,2024-06-13 18:56:59,6.62,1.39385
7 oz S Sirloin A,2024-06-13 18:57:06,6.38,1.45817
7 oz S Sirloin A,2024-06-13 18:57:14,6.3,1.40776
7 oz S Sirloin A,2024-06-13 18:57:25,6.28,1.49011
7 oz S Sirloin A,2024-06-13 18:57:32,6.5,1.36831
7 oz S Sirloin A,2024-06-13 18:57:40,6.6,1.25778
5 oz S Sirloin B,2024-06-13 19:37:49,5.14,1.23144
5 oz S Sirloin B,2024-06-13 19:37:56,5.0,1.4138
5 oz S Sirloin B,2024-06-13 19:38:03,5.18,1.27033
5 oz S Sirloin B,2024-06-13 19:38:10,4.88,1.31318
5 oz S Sirloin B,2024-06-13 19:38:16,4.94,1.41479
5 oz S Sirloin B,2024-06-13 19:38:24,4.84,1.41741
5 oz S Sirloin B,2024-06-13 19:38:31,4.76,1.17677
5 oz S Sirloin B,2024-06-13 19:38:37,5.22,1.39365
5 oz S Sirloin B,2024-06-13 19:38:44,4.88,1.24141
5 oz S Sirloin B,2024-06-13 19:38:51,4.68,1.38486
5 oz S Sirloin B,2024-06-13 19:38:57,5.06,1.40379
5 oz S Sirloin B,2024-06-13 19:39:04,5.3,1.38782
5 oz S Sirloin B,2024-06-13 19:39:11,4.76,1.23385
5 oz S Sirloin B,2024-06-13 19:39:18,5.12,1.25459
5 oz S Sirloin B,2024-06-13 19:39:26,5.28,1.5092
5 oz S Sirloin B,2024-06-13 19:39:37,4.56,1.26403
5 oz S Sirloin B,2024-06-13 19:39:44,4.88,1.17233
5 oz S Sirloin B,2024-06-13 19:39:50,5.02,1.31687
5 oz S Sirloin B,2024-06-13 19:39:57,5.46,1.34372
5 oz S Sirloin B,2024-06-13 19:40:04,5.38,1.207
5 oz S Sirloin B,2024-06-13 19:40:10,5.32,1.78745
5 oz S Sirloin B,2024-06-13 19:40:17,4.76,1.33803
5 oz S Sirloin B,2024-06-13 19:40:24,4.86,1.33132
5 oz S Sirloin B,2024-06-13 19:40:31,4.96,1.35258
5 oz S Sirloin B,2024-06-13 19:40:38,5.16,1.4628
5 oz S Sirloin B,2024-06-13 19:40:44,5.5,1.38175
5 oz S Sirloin B,2024-06-13 19:40:50,4.9,1.2896
5 oz S Sirloin B,2024-06-13 19:40:57,5.2,1.25438
5 oz S Sirloin B,2024-06-13 19:41:04,5.2,1.25454
5 oz S Sirloin B,2024-06-13 19:41:10,4.78,1.21155
5 oz S Sirloin B,2024-06-13 19:41:17,7.48,1.31279
5 oz S Sirloin B,2024-06-13 19:41:25,4.9,1.40628
5 oz S Sirloin B,2024-06-13 19:41:31,5.08,1.29558
5 oz S Sirloin B,2024-06-13 19:41:37,4.72,1.63032
5 oz S Sirloin B,2024-06-13 19:41:44,4.84,1.49635
5 oz S Sirloin B,2024-06-13 19:41:51,4.9,1.23713
5 oz S Sirloin B,2024-06-13 19:41:58,5.04,1.50286
5 oz S Sirloin B,2024-06-13 19:42:04,5.08,1.33969
5 oz S Sirloin B,2024-06-13 19:42:11,4.66,1.42008
5 oz S Sirloin B,2024-06-13 19:42:18,5.0,1.30257
5 oz S Sirloin B,2024-06-13 19:42:25,5.34,1.38807
5 oz S Sirloin B,2024-06-13 19:42:31,5.42,1.61179
5 oz S Sirloin B,2024-06-13 19:42:38,5.04,1.51305
5 oz S Sirloin B,2024-06-13 19:42:48,4.64,1.41745
5 oz S Sirloin B,2024-06-13 19:42:59,5.06,1.53158
5 oz S Sirloin B,2024-06-13 19:43:05,5.08,1.14074
5 oz S Sirloin B,2024-06-13 19:43:12,5.06,1.24573
5 oz S Sirloin B,2024-06-13 19:43:18,4.88,1.33187
5 oz S Sirloin B,2024-06-13 19:43:27,4.68,1.27692
5 oz S Sirloin B,2024-06-13 19:43:35,5.28,1.23135
5 oz S Sirloin B,2024-06-13 19:43:42,5.22,1.24957
5 oz S Sirloin B,2024-06-13 19:43:53,5.0,1.27189
5 oz S Sirloin B,2024-06-13 19:44:00,5.06,1.22659
5 oz S Sirloin B,2024-06-13 19:44:07,5.04,1.27161
5 oz S Sirloin B,2024-06-13 19:44:18,5.34,1.41342
5 oz S Sirloin B,2024-06-13 19:44:25,4.58,1.25982
5 oz S Sirloin B,2024-06-13 19:44:31,5.02,1.82374
5 oz S Sirloin B,2024-06-13 19:44:39,5.06,1.26516
5 oz S Sirloin B,2024-06-13 19:44:46,5.08,1.37209
5 oz S Sirloin B,2024-06-13 19:44:52,4.66,1.40466
5 oz S Sirloin B,2024-06-13 19:45:00,5.04,1.47697
5 oz S Sirloin B,2024-06-13 19:45:07,5.38,1.29715
5 oz S Sirloin B,2024-06-13 19:45:16,4.94,1.40863
5 oz S Sirloin B,2024-06-13 19:45:22,5.0,1.38783
5 oz S Sirloin B,2024-06-13 19:45:28,5.0,1.31646
5 oz S Sirloin B,2024-06-13 19:45:35,5.4,1.38228
5 oz S Sirloin B,2024-06-13 19:46:09,5.16,1.40486
5 oz S Sirloin B,2024-06-13 19:46:17,5.5,1.36363
5 oz S Sirloin B,2024-06-13 19:46:25,4.92,1.42038
5 oz S Sirloin B,2024-06-13 19:46:31,5.38,1.20234
5 oz S Sirloin B,2024-06-13 19:46:39,5.12,1.2348
5 oz S Sirloin B,2024-06-13 19:46:45,4.76,1.28378
5 oz S Sirloin B,2024-06-13 19:46:52,5.28,1.26118
5 oz S Sirloin B,2024-06-13 19:47:00,5.18,1.38115
5 oz S Sirloin B,2024-06-13 19:47:05,5.44,1.38739
5 oz S Sirloin B,2024-06-13 19:47:11,5.38,1.48816
5 oz S Sirloin B,2024-06-13 19:47:23,5.02,1.25378
5 oz S Sirloin B,2024-06-13 19:47:29,5.04,1.46549
5 oz S Sirloin B,2024-06-13 19:47:39,5.04,1.17567
5 oz S Sirloin B,2024-06-13 19:47:46,4.84,1.38754
5 oz S Sirloin B,2024-06-13 19:47:52,5.06,1.35931
5 oz S Sirloin B,2024-06-13 19:47:59,5.4,1.2031
5 oz S Sirloin B,2024-06-13 19:48:06,5.5,1.23932
5 oz S Sirloin B,2024-06-13 19:48:12,4.96,1.16059
5 oz S Sirloin B,2024-06-13 19:48:18,4.82,1.30179
5 oz S Sirloin B,2024-06-13 19:48:24,5.28,1.50397
5 oz S Sirloin B,2024-06-13 19:48:37,4.98,1.22419
5 oz S Sirloin B,2024-06-13 19:48:43,5.28,1.4784
5 oz S Sirloin B,2024-06-13 19:48:50,4.74,1.33094
5 oz S Sirloin B,2024-06-13 19:48:57,4.98,1.29331
5 oz S Sirloin B,2024-06-13 19:49:05,4.72,1.49887
5 oz S Sirloin B,2024-06-13 19:49:12,4.96,1.26751
5 oz S Sirloin B,2024-06-13 19:49:21,5.34,1.43199
5 oz S Sirloin B,2024-06-13 19:49:28,5.36,1.23307
5 oz S Sirloin B,2024-06-13 19:49:35,4.9,1.23765
5 oz S Sirloin B,2024-06-13 19:49:42,5.42,1.30759
5 oz S Sirloin B,2024-06-13 19:49:51,5.14,1.45574
5 oz S Sirloin B,2024-06-13 19:49:57,4.96,1.51027
5 oz S Sirloin B,2024-06-13 19:50:07,4.9,1.27016
5 oz S Sirloin B,2024-06-13 19:50:14,5.34,1.37405
5 oz S Sirloin B,2024-06-13 19:50:21,4.54,1.33395
5 oz S Sirloin B,2024-06-13 19:50:27,5.5,1.53792
5 oz S Sirloin B,2024-06-13 19:50:35,5.44,1.31537
5 oz S Sirloin B,2024-06-13 19:50:43,5.22,1.34143
5 oz S Sirloin B,2024-06-13 19:50:51,4.82,1.17721
5 oz S Sirloin B,2024-06-13 19:50:58,5.1,1.48679
5 oz S Sirloin B,2024-06-13 19:51:04,4.96,1.38167
5 oz S Sirloin B,2024-06-13 19:51:11,5.12,1.31291
5 oz S Sirloin B,2024-06-13 19:51:17,4.7,1.32602
5 oz S Sirloin B,2024-06-13 19:51:23,4.78,1.22526
5 oz S Sirloin B,2024-06-13 19:51:31,5.24,1.42321
5 oz S Sirloin B,2024-06-13 19:51:45,4.94,1.55571
5 oz S Sirloin B,2024-06-13 19:51:51,5.5,1.27565
5 oz S Sirloin B,2024-06-13 19:52:00,5.42,1.31165
5 oz S Sirloin B,2024-06-13 19:52:07,5.1,1.31697
5 oz S Sirloin B,2024-06-13 19:52:13,5.44,1.46448
5 oz S Sirloin B,2024-06-13 19:52:20,4.72,1.29369
5 oz S Sirloin B,2024-06-13 19:52:27,5.44,1.35556
5 oz S Sirloin B,2024-06-13 19:52:36,5.06,1.37436
5 oz S Sirloin B,2024-06-13 19:52:43,5.5,1.53853
5 oz S Sirloin B,2024-06-13 19:52:50,5.5,1.4239
5 oz S Sirloin B,2024-06-13 19:52:57,4.78,1.43911
5 oz S Sirloin B,2024-06-13 19:53:06,5.46,1.5474
5 oz S Sirloin B,2024-06-13 19:53:14,4.98,1.42685
5 oz S Sirloin B,2024-06-13 19:53:21,5.38,1.55778
5 oz S Sirloin B,2024-06-13 19:53:27,4.78,1.35335
5 oz S Sirloin B,2024-06-13 19:53:37,5.5,1.20257
5 oz S Sirloin B,2024-06-13 19:53:44,5.3,1.36994
5 oz S Sirloin B,2024-06-13 19:53:52,5.5,1.4988
5 oz S Sirloin B,2024-06-13 19:54:04,5.34,1.3145
5 oz S Sirloin B,2024-06-13 19:54:11,4.94,1.35927
5 oz S Sirloin B,2024-06-13 19:54:17,5.0,1.36385
9 oz S Sirloin A,2024-06-13 20:39:04,9.08,1.27103
9 oz S Sirloin A,2024-06-13 20:39:11,8.65,1.45206
9 oz S Sirloin A,2024-06-13 20:39:17,9.22,1.47564
9 oz S Sirloin A,2024-06-13 20:39:27,8.82,1.15048
9 oz S Sirloin A,2024-06-13 20:39:33,8.56,1.5423
9 oz S Sirloin A,2024-06-13 20:39:40,8.66,1.20262
9 oz S Sirloin A,2024-06-13 20:39:46,9.36,1.29462
9 oz S Sirloin A,2024-06-13 20:39:53,8.64,1.35255
9 oz S Sirloin A,2024-06-13 20:40:00,9.28,1.27424
9 oz S Sirloin A,2024-06-13 20:40:14,8.5,1.39425
9 oz S Sirloin A,2024-06-13 20:40:23,8.49,1.43131
9 oz S Sirloin A,2024-06-13 20:40:29,8.82,1.53381
9 oz S Sirloin A,2024-06-13 20:40:36,9.3,1.49587
9 oz S Sirloin A,2024-06-13 20:40:42,8.6,1.47311
9 oz S Sirloin A,2024-06-13 20:40:48,8.68,1.39963
9 oz S Sirloin A,2024-06-13 20:40:56,9.42,1.43626
9 oz S Sirloin A,2024-06-13 20:41:03,9.16,1.23382
9 oz S Sirloin A,2024-06-13 20:41:09,8.84,1.3741
9 oz S Sirloin A,2024-06-13 20:41:20,9.28,1.37629
9 oz S Sirloin A,2024-06-13 20:41:26,8.6,1.37477
9 oz S Sirloin A,2024-06-13 20:41:32,8.58,1.25536
9 oz S Sirloin A,2024-06-13 20:41:39,9.12,1.39491
9 oz S Sirloin A,2024-06-13 20:41:45,8.8,1.37239
9 oz S Sirloin A,2024-06-13 20:41:53,8.66,1.43783
9 oz S Sirloin A,2024-06-13 20:42:00,8.54,1.23738
9 oz S Sirloin A,2024-06-13 20:42:07,8.92,1.35746
9 oz S Sirloin A,2024-06-13 20:42:14,8.5,1.36077
9 oz S Sirloin A,2024-06-13 20:42:20,8.6,1.47319
9 oz S Sirloin A,2024-06-13 20:42:26,8.64,1.27835
9 oz S Sirloin A,2024-06-13 20:42:34,8.6,1.29124
9 oz S Sirloin A,2024-06-13 20:42:47,8.72,1.35799
9 oz S Sirloin A,2024-06-13 20:42:53,8.7,1.26496
9 oz S Sirloin A,2024-06-13 20:43:00,9.3,1.45905
9 oz S Sirloin A,2024-06-13 20:43:07,9.38,1.33681
9 oz S Sirloin A,2024-06-13 20:43:13,8.68,1.35349
9 oz S Sirloin A,2024-06-13 20:43:20,8.54,1.36975
9 oz S Sirloin A,2024-06-13 20:43:25,8.82,1.64819
9 oz S Sirloin A,2024-06-13 20:43:34,9.44,1.44701
9 oz S Sirloin A,2024-06-13 20:43:41,9.0,1.40495
9 oz S Sirloin A,2024-06-13 20:44:11,8.66,1.35605
9 oz S Sirloin A,2024-06-13 20:44:19,9.04,1.32709
9 oz S Sirloin A,2024-06-13 20:44:25,9.5,1.41025
9 oz S Sirloin A,2024-06-13 20:44:31,8.92,1.21498
9 oz S Sirloin A,2024-06-13 20:44:37,9.2,1.36747
9 oz S Sirloin A,2024-06-13 20:44:44,9.24,1.32164
9 oz S Sirloin A,2024-06-13 20:44:54,9.26,1.40199
9 oz S Sirloin A,2024-06-13 20:45:15,8.7,1.50992
9 oz S Sirloin A,2024-06-13 20:45:21,8.64,1.29722
9 oz S Sirloin A,2024-06-13 20:45:31,8.58,1.21642
9 oz S Sirloin A,2024-06-13 20:45:38,8.88,1.32925
9 oz S Sirloin A,2024-06-13 20:45:44,8.76,1.51821
9 oz S Sirloin A,2024-06-13 20:45:50,8.8,1.45592
9 oz S Sirloin A,2024-06-13 20:46:00,8.92,1.26131
9 oz S Sirloin A,2024-06-13 20:46:07,9.14,1.30607
9 oz S Sirloin A,2024-06-13 20:46:14,8.56,1.31653
9 oz S Sirloin A,2024-06-13 20:46:21,8.76,1.70084
9 oz S Sirloin A,2024-06-13 20:46:27,9.48,1.45123
9 oz S Sirloin A,2024-06-13 20:46:34,8.76,1.27228
9 oz S Sirloin A,2024-06-13 20:46:42,8.6,1.22829
9 oz S Sirloin A,2024-06-13 20:46:50,8.78,1.25703
9 oz S Sirloin A,2024-06-13 20:46:58,8.64,1.2623
9 oz S Sirloin A,2024-06-13 20:47:04,8.64,1.36202
9 oz S Sirloin A,2024-06-13 20:47:11,9.42,1.39608
9 oz S Sirloin A,2024-06-13 20:47:19,9.0,1.15107
9 oz S Sirloin A,2024-06-13 20:47:25,8.72,1.28477
9 oz S Sirloin A,2024-06-13 20:47:34,8.64,1.26574
9 oz S Sirloin A,2024-06-13 20:47:40,8.66,1.53727
9 oz S Sirloin A,2024-06-13 20:47:47,8.68,1.58028
9 oz S Sirloin A,2024-06-13 20:47:54,8.86,1.25573
9 oz S Sirloin A,2024-06-13 20:48:01,8.48,1.3254
9 oz S Sirloin A,2024-06-13 20:48:08,8.48,1.46156
9 oz S Sirloin A,2024-06-13 20:48:20,8.96,1.44813
9 oz S Sirloin A,2024-06-13 20:48:35,8.86,1.45716
9 oz S Sirloin A,2024-06-13 20:48:41,8.82,1.32558
9 oz S Sirloin A,2024-06-13 20:48:50,9.32,1.31474
9 oz S Sirloin A,2024-06-13 20:48:56,8.66,1.25294
9 oz S Sirloin A,2024-06-13 20:49:02,8.9,1.22833
9 oz S Sirloin A,2024-06-13 20:49:08,8.8,1.32113
9 oz S Sirloin A,2024-06-13 20:49:28,8.98,1.59477
9 oz S Sirloin A,2024-06-13 20:49:34,9.08,1.60342
9 oz S Sirloin A,2024-06-13 20:49:40,9.14,1.44557
9 oz S Sirloin A,2024-06-13 20:49:47,8.94,1.25821
9 oz S Sirloin A,2024-06-13 20:49:54,9.0,1.22216
9 oz S Sirloin A,2024-06-13 20:50:00,8.82,1.39564
9 oz S Sirloin A,2024-06-13 20:50:08,9.14,1.49202
9 oz S Sirloin A,2024-06-13 20:50:15,8.68,1.33982
9 oz S Sirloin A,2024-06-13 20:50:22,8.66,1.22826
9 oz S Sirloin A,2024-06-13 20:50:29,8.88,1.33876
9 oz S Sirloin A,2024-06-13 20:50:35,8.8,1.4831
9 oz S Sirloin A,2024-06-13 20:50:41,8.86,1.42698
9 oz S Sirloin A,2024-06-13 20:50:48,8.7,1.29479
9 oz S Sirloin A,2024-06-13 20:50:55,9.2,1.4066
9 oz S Sirloin A,2024-06-13 20:51:29,8.68,1.76946
9 oz S Sirloin A,2024-06-13 20:51:37,9.4,1.27699
9 oz S Sirloin A,2024-06-13 20:51:43,8.67,1.71462
9 oz S Sirloin A,2024-06-13 20:51:50,9.5,1.4304
9 oz S Sirloin A,2024-06-13 20:51:57,8.84,1.27279
9 oz S Sirloin A,2024-06-13 20:52:03,8.84,1.28859
9 oz S Sirloin A,2024-06-13 20:52:10,8.92,1.25475
9 oz S Sirloin A,2024-06-13 20:52:21,8.6,1.66952
9 oz S Sirloin A,2024-06-13 20:52:27,9.5,1.40798
9 oz S Sirloin A,2024-06-13 20:52:34,9.38,1.48848
9 oz S Sirloin A,2024-06-13 20:52:41,8.82,1.52054
9 oz S Sirloin A,2024-06-13 20:53:00,8.7,1.2612
9 oz S Sirloin A,2024-06-13 20:53:11,8.7,1.27687
9 oz S Sirloin A,2024-06-13 20:53:18,8.68,1.31445
9 oz S Sirloin A,2024-06-13 20:53:25,8.5,1.24183
9 oz S Sirloin A,2024-06-13 20:53:31,8.72,1.28744
9 oz S Sirloin A,2024-06-13 20:53:38,8.52,1.35899
9 oz S Sirloin A,2024-06-13 20:53:44,8.96,1.21542
9 oz S Sirloin A,2024-06-13 20:53:54,8.64,1.28928
9 oz S Sirloin A,2024-06-13 20:54:05,8.82,1.29819
9 oz S Sirloin A,2024-06-13 20:54:12,8.78,1.31475
9 oz S Sirloin A,2024-06-13 20:54:22,8.64,1.29246
9 oz S Sirloin A,2024-06-13 20:54:29,8.5,1.23008
9 oz S Sirloin A,2024-06-13 20:54:35,8.52,1.33397
9 oz S Sirloin A,2024-06-13 20:54:42,8.48,1.43469
9 oz S Sirloin A,2024-06-13 20:54:49,8.9,1.3223
9 oz S Sirloin A,2024-06-13 20:54:56,9.18,1.39275
9 oz S Sirloin A,2024-06-13 20:55:03,8.98,1.2724
9 oz S Sirloin A,2024-06-13 20:55:09,8.64,1.32141
9 oz S Sirloin A,2024-06-13 20:55:16,8.6,1.35535
9 oz S Sirloin A,2024-06-13 20:55:26,8.5,1.39112
9 oz S Sirloin A,2024-06-13 20:55:33,8.98,1.6283
9 oz S Sirloin A,2024-06-13 20:55:40,8.72,1.32395
9 oz S Sirloin A,2024-06-13 20:55:46,8.68,1.32689
9 oz S Sirloin A,2024-06-13 20:55:53,8.56,1.25804
9 oz S Sirloin A,2024-06-13 20:55:59,9.04,1.90373
9 oz S Sirloin A,2024-06-13 20:56:05,8.6,1.26966
9 oz S Sirloin A,2024-06-13 20:56:11,8.82,1.33514
9 oz S Sirloin A,2024-06-13 20:56:18,8.68,1.21603
9 oz S Sirloin A,2024-06-13 20:56:37,9.24,1.73996
9 oz S Sirloin A,2024-06-13 20:56:44,8.7,1.32335
9 oz S Sirloin A,2024-06-13 20:56:52,9.14,1.35054
9 oz S Sirloin A,2024-06-13 20:56:59,8.98,1.30247
9 oz S Sirloin A,2024-06-13 20:57:17,9.14,1.30837
9 oz S Sirloin A,2024-06-13 20:57:23,8.48,1.15093
8 oz S Sirloin A,2024-06-13 21:07:16,8.14,1.53328
8 oz S Sirloin A,2024-06-13 21:07:24,8.1,1.30924
8 oz S Sirloin A,2024-06-13 21:07:30,7.76,1.40069
8 oz S Sirloin A,2024-06-13 21:07:37,7.78,1.31347
8 oz S Sirloin A,2024-06-13 21:07:44,7.92,1.29295
8 oz S Sirloin A,2024-06-13 21:07:50,7.76,1.26812
8 oz S Sirloin A,2024-06-13 21:07:57,7.88,1.21203
8 oz S Sirloin A,2024-06-13 21:08:04,7.94,1.32208
8 oz S Sirloin A,2024-06-13 21:08:11,7.46,1.39797
8 oz S Sirloin A,2024-06-13 21:08:17,8.02,1.3387
8 oz S Sirloin A,2024-06-13 21:08:24,7.86,1.37721
8 oz S Sirloin A,2024-06-13 21:08:30,7.94,1.37388
8 oz S Sirloin A,2024-06-13 21:08:36,7.72,1.55929
8 oz S Sirloin A,2024-06-13 21:08:43,8.18,1.24441
8 oz S Sirloin A,2024-06-13 21:08:50,7.78,1.22468
8 oz S Sirloin A,2024-06-13 21:08:57,7.94,1.32676
8 oz S Sirloin A,2024-06-13 21:09:10,7.94,1.45549
8 oz S Sirloin A,2024-06-13 21:09:43,7.72,1.20557
8 oz S Sirloin A,2024-06-13 21:09:50,7.96,1.20147
8 oz S Sirloin A,2024-06-13 21:09:56,7.76,1.59253
8 oz S Sirloin A,2024-06-13 21:10:02,8.18,1.41023
8 oz S Sirloin A,2024-06-13 21:10:12,7.88,1.37434
8 oz S Sirloin A,2024-06-13 21:10:18,8.08,1.3072
8 oz S Sirloin B,2024-06-13 21:11:31,7.86,1.21384
8 oz S Sirloin B,2024-06-13 21:11:36,7.66,1.40715
8 oz S Sirloin B,2024-06-13 21:11:49,8.3,1.4143
8 oz S Sirloin B,2024-06-13 21:11:56,8.22,1.25063
8 oz S Sirloin B,2024-06-13 21:12:02,7.96,1.23794
8 oz S Sirloin B,2024-06-13 21:12:09,8.44,1.4401
8 oz S Sirloin B,2024-06-13 21:12:23,7.84,1.171
8 oz S Sirloin B,2024-06-13 21:12:29,7.54,1.31873
8 oz S Sirloin B,2024-06-13 21:12:35,8.2,1.79213
8 oz S Sirloin B,2024-06-13 21:12:42,8.46,1.32222
8 oz S Sirloin B,2024-06-13 21:12:48,8.36,1.76369
8 oz S Sirloin B,2024-06-13 21:12:55,8.08,1.40457
8 oz S Sirloin B,2024-06-13 21:13:01,8.3,1.44779
8 oz S Sirloin B,2024-06-13 21:13:08,8.46,1.27629
8 oz S Sirloin B,2024-06-13 21:13:14,7.96,1.20981
8 oz S Sirloin B,2024-06-13 21:13:21,7.68,1.36323
8 oz S Sirloin B,2024-06-13 21:13:27,8.14,1.49926
8 oz S Sirloin B,2024-06-13 21:17:53,7.76,1.38742
8 oz S Sirloin B,2024-06-13 21:18:00,7.72,1.49323
8 oz S Sirloin B,2024-06-13 21:18:06,8.4,1.42771
8 oz S Sirloin B,2024-06-13 21:18:12,7.76,1.30992
8 oz S Sirloin B,2024-06-13 21:18:19,7.78,1.26586
8 oz S Sirloin B,2024-06-13 21:18:26,8.04,1.28253
8 oz S Sirloin B,2024-06-13 21:18:32,8.22,1.23527
8 oz S Sirloin B,2024-06-13 21:18:39,7.98,1.28206
8 oz S Sirloin B,2024-06-13 21:18:45,8.24,1.30481
8 oz S Sirloin B,2024-06-13 21:18:53,7.78,1.24771
8 oz S Sirloin B,2024-06-13 21:18:59,7.74,1.21905
8 oz S Sirloin B,2024-06-13 21:19:07,7.8,1.15205
8 oz S Sirloin B,2024-06-13 21:19:13,8.08,1.50626
8 oz S Sirloin B,2024-06-13 21:19:21,7.72,1.25771
8 oz S Sirloin B,2024-06-13 21:19:28,7.92,1.27205
8 oz S Sirloin B,2024-06-13 21:19:34,7.74,1.22519
8 oz S Sirloin B,2024-06-13 21:19:41,8.3,1.46139
8 oz S Sirloin B,2024-06-13 21:19:47,8.12,1.37141
8 oz S Sirloin B,2024-06-13 21:19:53,7.74,1.2669
8 oz S Sirloin B,2024-06-13 21:20:00,8.16,1.20812
8 oz S Sirloin B,2024-06-13 21:20:06,7.9,1.32365
8 oz S Sirloin B,2024-06-13 21:20:12,7.78,1.44202
