product,date_time,external_measurement_weight,height_avg
6 oz S Sirloin B,2024-06-10 15:58:32,6.0,1.42466
6 oz S Sirloin B,2024-06-10 15:58:39,6.54,1.32289
6 oz S Sirloin B,2024-06-10 15:58:46,6.14,1.4327
6 oz S Sirloin B,2024-06-10 15:59:09,6.12,1.48273
6 oz S Sirloin B,2024-06-10 15:59:16,6.18,1.44906
6 oz S Sirloin B,2024-06-10 15:59:22,5.88,1.33431
6 oz S Sirloin B,2024-06-10 15:59:29,6.38,1.26061
6 oz S Sirloin B,2024-06-10 15:59:36,6.14,1.40757
6 oz S Sirloin B,2024-06-10 15:59:43,6.22,1.2552
6 oz S Sirloin B,2024-06-10 15:59:49,6.36,1.38124
6 oz S Sirloin B,2024-06-10 15:59:56,5.9,1.39307
6 oz S Sirloin B,2024-06-10 16:00:03,6.0,1.50546
6 oz S Sirloin B,2024-06-10 16:00:09,6.3,1.67931
6 oz S Sirloin B,2024-06-10 16:00:16,5.88,1.33515
6 oz S Sirloin B,2024-06-10 16:00:23,6.06,1.29365
6 oz S Sirloin B,2024-06-10 16:00:30,5.92,1.41541
6 oz S Sirloin B,2024-06-10 16:00:36,6.02,1.46876
6 oz S Sirloin B,2024-06-10 16:00:43,5.52,1.34228
6 oz S Sirloin B,2024-06-10 16:00:50,5.8,1.21826
6 oz S Sirloin B,2024-06-10 16:00:56,6.2,1.3704
6 oz S Sirloin B,2024-06-10 16:01:02,6.06,1.46803
6 oz S Sirloin B,2024-06-10 16:01:09,5.82,1.3943
6 oz S Sirloin B,2024-06-10 16:01:16,6.2,1.39307
6 oz S Sirloin B,2024-06-10 16:01:22,6.36,1.43798
6 oz S Sirloin B,2024-06-10 16:01:29,5.98,1.39669
6 oz S Sirloin B,2024-06-10 16:01:34,5.98,1.69835
6 oz S Sirloin B,2024-06-10 16:01:41,6.16,1.2898
6 oz S Sirloin B,2024-06-10 16:01:52,5.98,1.44421
6 oz S Sirloin B,2024-06-10 16:02:00,6.1,1.34464
6 oz S Sirloin B,2024-06-10 16:02:07,5.9,1.69588
6 oz S Sirloin B,2024-06-10 16:02:14,6.22,1.65367
6 oz S Sirloin B,2024-06-10 16:02:20,6.18,1.21207
6 oz S Sirloin B,2024-06-10 16:02:27,5.9,1.3001
6 oz S Sirloin B,2024-06-10 16:02:33,6.04,1.58457
6 oz S Sirloin B,2024-06-10 16:02:40,5.66,1.20491
6 oz S Sirloin B,2024-06-10 16:02:47,6.28,1.30298
6 oz S Sirloin B,2024-06-10 16:02:53,6.44,1.22484
6 oz S Sirloin B,2024-06-10 16:03:00,5.76,1.37654
6 oz S Sirloin B,2024-06-10 16:03:06,6.34,1.36528
6 oz S Sirloin B,2024-06-10 16:03:13,5.66,1.23781
6 oz S Sirloin B,2024-06-10 16:03:18,6.14,1.20388
6 oz S Sirloin B,2024-06-10 16:03:25,6.14,1.3406
6 oz S Sirloin B,2024-06-10 16:12:06,5.64,1.9338
6 oz S Sirloin B,2024-06-10 16:12:12,5.96,1.26333
6 oz S Sirloin B,2024-06-10 16:12:19,6.2,1.46126
6 oz S Sirloin B,2024-06-10 16:12:26,5.92,1.30722
6 oz S Sirloin B,2024-06-10 16:12:33,5.98,1.32546
6 oz S Sirloin B,2024-06-10 16:12:40,6.24,1.36496
6 oz S Sirloin B,2024-06-10 16:12:47,6.2,1.42745
6 oz S Sirloin B,2024-06-10 16:12:54,6.46,1.38985
6 oz S Sirloin B,2024-06-10 16:13:01,6.12,1.28001
6 oz S Sirloin B,2024-06-10 16:13:08,6.36,1.37685
6 oz S Sirloin B,2024-06-10 16:13:14,5.74,1.34655
6 oz S Sirloin B,2024-06-10 16:13:21,5.94,1.22527
6 oz S Sirloin B,2024-06-10 16:13:27,6.3,1.37453
6 oz S Sirloin B,2024-06-10 16:13:41,6.32,1.33297
6 oz S Sirloin B,2024-06-10 16:13:48,6.26,1.29886
6 oz S Sirloin B,2024-06-10 16:13:54,6.04,1.28883
6 oz S Sirloin B,2024-06-10 16:14:01,6.0,1.25564
6 oz S Sirloin B,2024-06-10 16:14:07,5.94,1.17714
6 oz S Sirloin B,2024-06-10 16:14:13,6.28,1.39291
6 oz S Sirloin B,2024-06-10 16:14:20,6.44,1.35716
6 oz S Sirloin B,2024-06-10 16:14:27,6.24,1.87301
6 oz S Sirloin B,2024-06-10 16:14:33,5.82,1.53433
6 oz S Sirloin B,2024-06-10 16:14:40,5.86,1.56997
6 oz S Sirloin B,2024-06-10 16:14:46,6.32,1.61794
6 oz S Sirloin B,2024-06-10 16:14:59,6.2,1.42128
6 oz S Sirloin B,2024-06-10 16:15:07,6.22,1.28956
6 oz S Sirloin B,2024-06-10 16:15:13,5.84,1.60222
6 oz S Sirloin B,2024-06-10 16:15:19,6.26,1.90425
6 oz S Sirloin B,2024-06-10 16:15:26,5.86,1.50759
6 oz S Sirloin B,2024-06-10 16:15:38,6.44,1.52339
6 oz S Sirloin B,2024-06-10 16:15:44,6.22,1.48789
6 oz S Sirloin B,2024-06-10 16:15:51,6.02,1.27239
6 oz S Sirloin B,2024-06-10 16:15:57,6.44,1.42996
6 oz S Sirloin B,2024-06-10 16:16:09,6.32,1.34205
6 oz S Sirloin B,2024-06-10 16:16:16,5.94,1.30442
6 oz S Sirloin B,2024-06-10 16:16:22,5.64,1.32434
6 oz S Sirloin B,2024-06-10 16:16:37,6.24,1.50214
6 oz S Sirloin B,2024-06-10 16:16:44,6.22,1.5133
6 oz S Sirloin B,2024-06-10 16:16:50,5.64,1.32957
6 oz S Sirloin B,2024-06-10 16:16:57,5.94,1.2254
6 oz S Sirloin B,2024-06-10 16:17:03,6.3,1.46421
6 oz S Sirloin B,2024-06-10 16:17:10,6.32,1.27665
8 oz S Sirloin B,2024-06-10 16:18:07,8.3,1.46892
8 oz S Sirloin B,2024-06-10 16:18:14,8.02,1.72785
8 oz S Sirloin B,2024-06-10 16:18:20,7.82,1.49532
8 oz S Sirloin B,2024-06-10 16:18:27,8.44,1.24522
8 oz S Sirloin B,2024-06-10 16:18:33,8.28,1.47902
8 oz S Sirloin B,2024-06-10 16:18:40,8.24,1.27091
8 oz S Sirloin B,2024-06-10 16:18:49,8.42,1.24614
8 oz S Sirloin B,2024-06-10 16:18:55,8.24,1.42456
8 oz S Sirloin B,2024-06-10 16:19:02,8.36,1.39994
8 oz S Sirloin B,2024-06-10 16:19:09,8.4,1.35651
8 oz S Sirloin B,2024-06-10 16:19:16,8.36,1.38575
8 oz S Sirloin B,2024-06-10 16:19:22,8.28,1.6451
8 oz S Sirloin B,2024-06-10 16:19:29,8.32,1.76137
8 oz S Sirloin B,2024-06-10 16:19:36,8.28,1.41267
8 oz S Sirloin B,2024-06-10 16:19:42,8.24,1.49547
8 oz S Sirloin B,2024-06-10 16:19:49,8.44,1.44717
8 oz S Sirloin B,2024-06-10 16:20:01,8.18,1.39741
8 oz S Sirloin B,2024-06-10 16:20:10,8.6,1.51685
8 oz S Sirloin B,2024-06-10 16:20:16,8.08,1.34249
8 oz S Sirloin B,2024-06-10 16:20:24,8.22,1.42345
8 oz S Sirloin B,2024-06-10 16:20:32,8.22,1.23543
8 oz S Sirloin B,2024-06-10 16:20:40,8.36,1.52456
8 oz S Sirloin B,2024-06-10 16:20:46,8.32,1.34937
8 oz S Sirloin B,2024-06-10 16:20:53,8.42,1.58701
8 oz S Sirloin B,2024-06-10 16:20:59,8.22,1.21766
8 oz S Sirloin B,2024-06-10 16:21:07,8.44,1.54136
8 oz S Sirloin B,2024-06-10 16:21:14,7.98,1.51299
8 oz S Sirloin B,2024-06-10 16:21:32,8.6,1.48205
8 oz S Sirloin B,2024-06-10 16:21:39,8.24,1.37569
8 oz S Sirloin B,2024-06-10 16:21:45,8.16,1.55002
8 oz S Sirloin B,2024-06-10 16:21:52,8.3,1.44649
8 oz S Sirloin B,2024-06-10 16:21:59,8.32,1.46736
8 oz S Sirloin B,2024-06-10 16:22:06,7.88,1.40145
8 oz S Sirloin B,2024-06-10 16:22:13,7.72,1.38266
8 oz S Sirloin B,2024-06-10 16:22:23,8.46,1.47405
8 oz S Sirloin B,2024-06-10 16:22:29,8.18,1.283
8 oz S Sirloin B,2024-06-10 16:22:36,7.82,1.39028
8 oz S Sirloin B,2024-06-10 16:22:42,8.14,1.41051
8 oz S Sirloin B,2024-06-10 16:22:50,8.12,1.48567
8 oz S Sirloin B,2024-06-10 16:23:32,8.36,1.63517
8 oz S Sirloin B,2024-06-10 16:23:43,7.96,1.39464
8 oz S Sirloin B,2024-06-10 16:23:51,8.14,1.29757
8 oz S Sirloin B,2024-06-10 16:23:59,8.32,1.60785
8 oz S Sirloin B,2024-06-10 16:24:06,7.64,1.72238
8 oz S Sirloin B,2024-06-10 16:24:16,7.74,1.77668
8 oz S Sirloin B,2024-06-10 16:24:23,8.02,1.40169
8 oz S Sirloin B,2024-06-10 16:24:29,7.98,1.44119
8 oz S Sirloin B,2024-06-10 16:24:36,8.26,1.50593
8 oz S Sirloin B,2024-06-10 16:24:42,8.16,1.56361
8 oz S Sirloin B,2024-06-10 16:24:49,8.36,1.55338
8 oz S Sirloin B,2024-06-10 16:24:55,8.24,1.54326
8 oz S Sirloin B,2024-06-10 16:25:02,7.72,1.36316
8 oz S Sirloin B,2024-06-10 16:25:08,7.84,1.5594
8 oz S Sirloin B,2024-06-10 16:25:15,8.28,1.32833
8 oz S Sirloin B,2024-06-10 16:25:22,7.86,1.65124
8 oz S Sirloin B,2024-06-10 16:25:28,7.74,1.53181
8 oz S Sirloin B,2024-06-10 16:27:52,8.08,1.33184
8 oz S Sirloin B,2024-06-10 16:27:59,7.92,1.31734
8 oz S Sirloin B,2024-06-10 16:28:05,7.76,1.59912
8 oz S Sirloin B,2024-06-10 16:28:12,7.78,1.33248
8 oz S Sirloin B,2024-06-10 16:28:22,7.68,1.43576
8 oz S Sirloin B,2024-06-10 16:28:36,8.16,1.46997
8 oz S Sirloin B,2024-06-10 16:28:42,7.98,1.60247
8 oz S Sirloin B,2024-06-10 16:28:49,8.2,1.41429
8 oz S Sirloin B,2024-06-10 16:28:58,7.8,1.47338
8 oz S Sirloin B,2024-06-10 16:29:05,7.76,1.49501
8 oz S Sirloin B,2024-06-10 16:29:14,8.0,1.49925
8 oz S Sirloin B,2024-06-10 16:29:20,8.38,1.67753
8 oz S Sirloin B,2024-06-10 16:29:27,7.78,1.33619
8 oz S Sirloin B,2024-06-10 16:29:33,8.28,1.23639
8 oz S Sirloin B,2024-06-10 16:29:44,8.14,1.43649
8 oz S Sirloin B,2024-06-10 16:29:50,8.02,1.50129
8 oz S Sirloin B,2024-06-10 16:29:57,8.12,1.60823
8 oz S Sirloin B,2024-06-10 16:30:08,7.62,1.36376
8 oz S Sirloin B,2024-06-10 16:30:15,7.76,1.52924
8 oz S Sirloin B,2024-06-10 16:30:21,8.16,1.37537
8 oz S Sirloin B,2024-06-10 16:30:27,8.38,1.54089
8 oz S Sirloin B,2024-06-10 16:30:33,7.84,1.47089
8 oz S Sirloin B,2024-06-10 16:30:40,8.32,1.44293
8 oz S Sirloin B,2024-06-10 16:30:53,7.92,1.27394
8 oz S Sirloin B,2024-06-10 16:31:19,8.08,1.35211
8 oz S Sirloin B,2024-06-10 16:31:28,8.2,1.45828
8 oz S Sirloin B,2024-06-10 16:31:35,8.16,1.2171
8 oz S Sirloin B,2024-06-10 16:31:42,8.26,1.44663
8 oz S Sirloin B,2024-06-10 16:31:48,8.38,1.37548
8 oz S Sirloin B,2024-06-10 16:31:55,8.26,1.31727
8 oz S Sirloin B,2024-06-10 16:32:02,8.4,1.79212
8 oz S Sirloin B,2024-06-10 16:32:08,8.46,1.3398
8 oz S Sirloin B,2024-06-10 16:32:15,8.34,1.65154
8 oz S Sirloin B,2024-06-10 16:32:21,8.18,1.59499
8 oz S Sirloin B,2024-06-10 16:32:27,8.16,1.2789
8 oz S Sirloin B,2024-06-10 16:32:34,8.28,1.52118
8 oz S Sirloin B,2024-06-10 16:32:40,8.06,1.27311
8 oz S Sirloin B,2024-06-10 16:32:46,8.24,1.38805
8 oz S Sirloin B,2024-06-10 16:47:43,7.88,1.5145
8 oz S Sirloin B,2024-06-10 16:47:49,8.3,1.4713
8 oz S Sirloin B,2024-06-10 16:47:57,8.24,1.39923
8 oz S Sirloin B,2024-06-10 16:48:05,8.2,1.50844
8 oz S Sirloin B,2024-06-10 16:48:12,8.2,1.47127
8 oz S Sirloin B,2024-06-10 16:48:18,8.22,1.41601
8 oz S Sirloin B,2024-06-10 16:48:25,8.14,1.50225
8 oz S Sirloin B,2024-06-10 16:48:31,8.32,1.47543
8 oz S Sirloin B,2024-06-10 18:31:50,8.22,1.26532
8 oz S Sirloin B,2024-06-10 18:31:57,8.48,1.42158
8 oz S Sirloin B,2024-06-10 18:32:05,8.2,1.21069
8 oz S Sirloin B,2024-06-10 18:32:11,8.06,1.42572
8 oz S Sirloin B,2024-06-10 18:32:18,8.24,1.43969
8 oz S Sirloin B,2024-06-10 18:32:24,7.84,1.66622
8 oz S Sirloin B,2024-06-10 18:32:30,8.1,1.37346
8 oz S Sirloin B,2024-06-10 18:32:38,8.36,1.5725
8 oz S Sirloin B,2024-06-10 18:32:46,8.38,1.32128
8 oz S Sirloin B,2024-06-10 18:33:03,8.5,1.58992
8 oz S Sirloin B,2024-06-10 18:33:08,8.12,1.36664
8 oz S Sirloin B,2024-06-10 18:33:15,8.14,1.41435
8 oz S Sirloin B,2024-06-10 18:33:21,8.22,1.42236
8 oz S Sirloin B,2024-06-10 18:33:28,8.22,1.47434
8 oz S Sirloin B,2024-06-10 18:33:35,8.0,1.38889
8 oz S Sirloin B,2024-06-10 18:33:43,8.22,1.14774
8 oz S Sirloin B,2024-06-10 18:33:51,8.24,1.3371
8 oz S Sirloin B,2024-06-10 18:34:00,8.44,1.56119
8 oz S Sirloin B,2024-06-10 18:34:09,8.22,1.5663
8 oz S Sirloin B,2024-06-10 18:34:15,8.1,1.40576
5 oz S Sirloin B,2024-06-10 18:35:27,5.32,1.22186
5 oz S Sirloin B,2024-06-10 18:35:33,5.86,1.43208
5 oz S Sirloin B,2024-06-10 18:35:40,5.44,1.5441
5 oz S Sirloin B,2024-06-10 18:35:47,5.48,1.54539
5 oz S Sirloin B,2024-06-10 18:35:53,5.42,1.54562
5 oz S Sirloin B,2024-06-10 18:36:00,4.98,1.52074
5 oz S Sirloin B,2024-06-10 18:36:07,4.92,1.31083
5 oz S Sirloin B,2024-06-10 18:36:13,5.3,1.34607
5 oz S Sirloin B,2024-06-10 18:36:20,5.04,1.70756
5 oz S Sirloin B,2024-06-10 18:36:27,4.54,1.48556
5 oz S Sirloin B,2024-06-10 18:36:33,4.5,1.36514
5 oz S Sirloin B,2024-06-10 18:36:40,4.9,1.32877
5 oz S Sirloin B,2024-06-10 18:36:46,5.46,1.38584
5 oz S Sirloin B,2024-06-10 18:36:53,5.38,1.3351
5 oz S Sirloin B,2024-06-10 18:36:59,5.28,1.30848
5 oz S Sirloin B,2024-06-10 18:37:06,5.18,1.54805
5 oz S Sirloin B,2024-06-10 18:37:13,5.24,1.54592
5 oz S Sirloin B,2024-06-10 18:37:19,5.3,1.34417
5 oz S Sirloin B,2024-06-10 18:37:25,5.32,1.32513
5 oz S Sirloin B,2024-06-10 18:37:32,4.86,1.45661
5 oz S Sirloin B,2024-06-10 18:37:38,5.12,1.21653
5 oz S Sirloin B,2024-06-10 18:37:47,5.2,1.71211
5 oz S Sirloin B,2024-06-10 18:37:53,5.02,1.43229
5 oz S Sirloin B,2024-06-10 18:37:59,5.26,1.43224
5 oz S Sirloin B,2024-06-10 18:38:06,5.22,1.30097
5 oz S Sirloin B,2024-06-10 18:38:12,4.98,1.43974
5 oz S Sirloin B,2024-06-10 18:38:18,5.46,1.40581
5 oz S Sirloin B,2024-06-10 18:38:25,4.8,1.61479
5 oz S Sirloin B,2024-06-10 18:38:32,4.8,1.25107
5 oz S Sirloin B,2024-06-10 18:38:40,4.96,1.40441
5 oz S Sirloin B,2024-06-10 18:38:47,4.8,1.49621
5 oz S Sirloin B,2024-06-10 18:38:53,4.76,1.41847
5 oz S Sirloin B,2024-06-10 18:39:04,5.52,1.68234
5 oz S Sirloin B,2024-06-10 18:39:10,5.18,1.39318
5 oz S Sirloin B,2024-06-10 18:39:18,5.44,1.37546
5 oz S Sirloin B,2024-06-10 18:39:25,5.28,1.46338
5 oz S Sirloin B,2024-06-10 18:39:32,4.84,1.34491
5 oz S Sirloin B,2024-06-10 18:39:45,5.16,1.38945
5 oz S Sirloin B,2024-06-10 18:39:56,4.48,1.34937
5 oz S Sirloin B,2024-06-10 18:40:03,4.9,1.48178
5 oz S Sirloin B,2024-06-10 18:40:10,4.5,1.39463
5 oz S Sirloin B,2024-06-10 18:40:17,5.06,1.25544
5 oz S Sirloin B,2024-06-10 18:40:23,5.16,1.33996
5 oz S Sirloin B,2024-06-10 18:40:30,4.96,1.29704
5 oz S Sirloin B,2024-06-10 18:40:36,4.88,1.40495
5 oz S Sirloin B,2024-06-10 18:40:42,5.2,1.444
5 oz S Sirloin B,2024-06-10 18:40:48,4.72,1.39057
5 oz S Sirloin B,2024-06-10 18:40:54,5.46,1.53953
5 oz S Sirloin B,2024-06-10 18:41:01,5.3,1.45081
5 oz S Sirloin B,2024-06-10 18:41:07,5.22,1.44857
5 oz S Sirloin B,2024-06-10 18:41:33,5.2,1.26224
5 oz S Sirloin B,2024-06-10 18:41:41,5.34,1.28387
5 oz S Sirloin B,2024-06-10 18:42:23,4.88,1.30753
5 oz S Sirloin B,2024-06-10 18:42:29,5.34,1.45729
5 oz S Sirloin B,2024-06-10 18:42:35,5.04,1.42666
5 oz S Sirloin B,2024-06-10 18:42:41,4.96,1.35785
5 oz S Sirloin B,2024-06-10 18:42:48,4.92,1.25674
5 oz S Sirloin B,2024-06-10 18:42:54,4.72,1.2188
5 oz S Sirloin B,2024-06-10 18:43:01,5.16,1.53657
5 oz S Sirloin B,2024-06-10 18:43:09,4.46,1.25921
5 oz S Sirloin B,2024-06-10 18:43:15,5.38,1.39604
5 oz S Sirloin B,2024-06-10 18:43:22,5.04,1.38408
5 oz S Sirloin B,2024-06-10 18:43:30,5.12,1.35074
5 oz S Sirloin B,2024-06-10 18:43:37,4.44,1.34103
5 oz S Sirloin B,2024-06-10 18:43:43,4.64,1.37178
5 oz S Sirloin B,2024-06-10 18:43:50,5.32,1.37916
5 oz S Sirloin B,2024-06-10 18:43:57,5.0,1.15298
5 oz S Sirloin B,2024-06-10 18:44:03,5.44,1.267
5 oz S Sirloin B,2024-06-10 18:44:10,4.66,1.30558
5 oz S Sirloin B,2024-06-10 18:44:17,4.64,1.20632
5 oz S Sirloin B,2024-06-10 18:44:44,4.16,1.32195
5 oz S Sirloin B,2024-06-10 18:44:51,5.16,1.34267
5 oz S Sirloin B,2024-06-10 18:45:04,4.7,1.56765
5 oz S Sirloin B,2024-06-10 18:45:10,5.18,1.37037
5 oz S Sirloin B,2024-06-10 18:45:17,4.56,1.42586
5 oz S Sirloin B,2024-06-10 18:45:23,4.72,1.26245
5 oz S Sirloin B,2024-06-10 18:45:30,4.86,1.26062
5 oz S Sirloin B,2024-06-10 18:45:38,4.58,1.23197
5 oz S Sirloin B,2024-06-10 18:45:44,4.56,1.59499
5 oz S Sirloin B,2024-06-10 18:45:50,5.14,1.33248
5 oz S Sirloin B,2024-06-10 18:46:01,5.24,1.32708
5 oz S Sirloin B,2024-06-10 18:46:08,5.04,1.4604
5 oz S Sirloin B,2024-06-10 18:46:14,5.24,1.55627
5 oz S Sirloin B,2024-06-10 18:46:21,5.52,1.71344
5 oz S Sirloin B,2024-06-10 18:46:28,4.62,1.15902
5 oz S Sirloin B,2024-06-10 18:46:37,4.94,1.2248
5 oz S Sirloin B,2024-06-10 18:46:44,4.7,1.23514
5 oz S Sirloin B,2024-06-10 18:46:50,4.48,1.32463
5 oz S Sirloin B,2024-06-10 18:46:57,5.28,1.39222
5 oz S Sirloin B,2024-06-10 18:47:03,4.72,1.41434
5 oz S Sirloin B,2024-06-10 18:47:10,5.24,1.47938
5 oz S Sirloin B,2024-06-10 18:47:16,5.02,1.31045
5 oz S Sirloin B,2024-06-10 18:47:41,5.16,1.39881
5 oz S Sirloin B,2024-06-10 18:47:50,4.68,1.42312
5 oz S Sirloin B,2024-06-10 18:47:57,4.8,1.16129
5 oz S Sirloin B,2024-06-10 18:48:06,5.62,1.36711
5 oz S Sirloin B,2024-06-10 18:48:12,5.36,1.27736
5 oz S Sirloin B,2024-06-10 18:48:19,5.22,1.30357
5 oz S Sirloin B,2024-06-10 18:48:27,5.38,1.26312
5 oz S Sirloin B,2024-06-10 18:48:33,5.18,1.56482
5 oz S Sirloin B,2024-06-10 18:48:39,4.62,1.39392
5 oz S Sirloin B,2024-06-10 18:48:46,4.64,1.47285
5 oz S Sirloin B,2024-06-10 18:48:52,5.32,1.47592
5 oz S Sirloin B,2024-06-10 18:48:58,5.36,1.34788
5 oz S Sirloin B,2024-06-10 18:49:05,5.42,1.62894
5 oz S Sirloin B,2024-06-10 18:49:12,4.78,1.56151
5 oz S Sirloin B,2024-06-10 18:49:19,4.04,1.45241
5 oz S Sirloin B,2024-06-10 18:49:30,5.32,1.69051
5 oz S Sirloin B,2024-06-10 18:49:40,5.38,1.52061
5 oz S Sirloin B,2024-06-10 18:49:48,4.82,1.34284
5 oz S Sirloin B,2024-06-10 18:49:55,5.3,1.4182
5 oz S Sirloin B,2024-06-10 18:50:01,5.24,1.46365
5 oz S Sirloin B,2024-06-10 18:50:07,5.12,1.27658
5 oz S Sirloin B,2024-06-10 18:50:15,4.86,1.41737
5 oz S Sirloin B,2024-06-10 18:50:23,4.8,1.3336
5 oz S Sirloin B,2024-06-10 18:50:30,5.44,1.54665
5 oz S Sirloin B,2024-06-10 18:50:36,5.22,1.56312
5 oz S Sirloin B,2024-06-10 18:50:42,5.4,1.3013
5 oz S Sirloin B,2024-06-10 18:50:49,5.2,1.43914
5 oz S Sirloin B,2024-06-10 18:50:55,4.8,1.49329
5 oz S Sirloin B,2024-06-10 18:51:02,5.32,1.62509
5 oz S Sirloin B,2024-06-10 18:51:08,5.0,1.58963
5 oz S Sirloin B,2024-06-10 18:51:14,5.28,1.49213
5 oz S Sirloin B,2024-06-10 18:51:21,5.18,1.71958
5 oz S Sirloin B,2024-06-10 18:51:27,5.2,1.41998
5 oz S Sirloin B,2024-06-10 18:51:34,4.84,1.58527
5 oz S Sirloin B,2024-06-10 18:52:40,5.28,1.60295
5 oz S Sirloin B,2024-06-10 18:52:47,5.52,1.19578
5 oz S Sirloin B,2024-06-10 18:52:55,5.2,1.35789
5 oz S Sirloin B,2024-06-10 18:53:02,5.04,1.41529
5 oz S Sirloin B,2024-06-10 18:53:19,5.16,1.53254
5 oz S Sirloin B,2024-06-10 18:53:26,4.92,1.45316
5 oz S Sirloin B,2024-06-10 18:53:32,4.74,1.62298
5 oz S Sirloin B,2024-06-10 18:53:38,5.34,1.40383
5 oz S Sirloin B,2024-06-10 18:53:46,5.22,1.72652
5 oz S Sirloin B,2024-06-10 18:53:52,5.02,1.47817
5 oz S Sirloin B,2024-06-10 18:53:59,4.82,1.46609
5 oz S Sirloin B,2024-06-10 18:54:05,5.42,1.32529
5 oz S Sirloin B,2024-06-10 18:54:12,5.02,1.67414
5 oz S Sirloin B,2024-06-10 18:54:19,5.24,1.64403
5 oz S Sirloin B,2024-06-10 18:54:25,5.44,1.68272
5 oz S Sirloin B,2024-06-10 18:54:31,4.82,1.41099
5 oz S Sirloin B,2024-06-10 18:54:37,4.82,1.37098
5 oz S Sirloin B,2024-06-10 18:54:42,5.32,1.12332
11 oz  Sirloin C,2024-06-10 19:06:54,10.8,1.56469
11 oz  Sirloin C,2024-06-10 19:07:02,10.76,1.53888
11 oz  Sirloin C,2024-06-10 19:07:09,11.1,1.29593
11 oz  Sirloin C,2024-06-10 19:07:14,10.9,1.54974
11 oz  Sirloin C,2024-06-10 19:07:21,10.88,1.59064
11 oz  Sirloin C,2024-06-10 19:07:28,10.48,1.4786
11 oz  Sirloin C,2024-06-10 19:07:42,10.48,1.42333
11 oz  Sirloin C,2024-06-10 19:07:48,10.64,1.61087
11 oz  Sirloin C,2024-06-10 19:07:56,10.54,1.32699
11 oz  Sirloin C,2024-06-10 19:08:03,10.74,1.80834
11 oz  Sirloin C,2024-06-10 19:08:12,10.84,1.46504
11 oz  Sirloin C,2024-06-10 19:08:18,10.7,1.57104
11 oz  Sirloin C,2024-06-10 19:08:25,10.7,1.8385
11 oz  Sirloin C,2024-06-10 19:08:32,10.58,1.42075
11 oz  Sirloin C,2024-06-10 19:08:39,10.96,1.38567
11 oz  Sirloin C,2024-06-10 19:08:46,11.32,1.69712
11 oz  Sirloin C,2024-06-10 19:09:26,10.54,1.66514
11 oz  Sirloin C,2024-06-10 19:09:34,11.1,1.57306
11 oz  Sirloin C,2024-06-10 19:09:40,10.62,1.81488
11 oz  Sirloin C,2024-06-10 19:31:56,11.38,1.51205
11 oz  Sirloin C,2024-06-10 19:32:03,10.74,1.59982
11 oz  Sirloin C,2024-06-10 19:32:09,11.26,1.34437
11 oz  Sirloin C,2024-06-10 19:32:17,10.42,1.43097
11 oz  Sirloin C,2024-06-10 19:32:24,11.06,1.34737
11 oz  Sirloin C,2024-06-10 19:32:31,10.88,1.57503
11 oz  Sirloin C,2024-06-10 19:32:37,10.72,1.14213
11 oz  Sirloin C,2024-06-10 19:32:44,10.8,1.63848
11 oz  Sirloin C,2024-06-10 19:32:51,11.08,1.2836
11 oz  Sirloin C,2024-06-10 19:33:21,10.88,1.74521
11 oz  Sirloin C,2024-06-10 19:33:28,10.72,1.65523
11 oz  Sirloin C,2024-06-10 19:33:48,10.76,1.641
11 oz  Sirloin C,2024-06-10 19:33:55,10.74,1.28677
11 oz  Sirloin C,2024-06-10 19:34:02,10.68,1.36108
11 oz  Sirloin C,2024-06-10 19:34:08,10.78,1.42687
11 oz  Sirloin C,2024-06-10 19:34:15,10.66,1.46104
11 oz  Sirloin C,2024-06-10 19:34:22,11.3,1.50856
11 oz  Sirloin C,2024-06-10 19:34:29,10.56,1.38134
11 oz  Sirloin C,2024-06-10 19:34:37,11.0,1.46493
11 oz  Sirloin C,2024-06-10 19:34:44,10.58,1.3848
11 oz  Sirloin C,2024-06-10 19:34:51,10.52,1.7732
11 oz  Sirloin C,2024-06-10 19:34:57,10.88,1.42248
11 oz  Sirloin C,2024-06-10 19:35:05,11.22,1.32824
11 oz  Sirloin C,2024-06-10 19:35:11,11.16,1.73956
11 oz  Sirloin C,2024-06-10 19:35:19,11.14,1.38765
11 oz  Sirloin C,2024-06-10 19:35:25,11.1,1.37968
11 oz  Sirloin C,2024-06-10 19:35:32,11.22,1.32255
11 oz  Sirloin C,2024-06-10 19:35:39,11.06,1.46753
11 oz  Sirloin C,2024-06-10 19:35:46,10.5,1.72976
11 oz  Sirloin C,2024-06-10 19:35:53,11.16,1.31587
11 oz  Sirloin C,2024-06-10 19:36:00,10.58,1.72893
11 oz  Sirloin C,2024-06-10 19:36:06,11.16,1.7326
11 oz  Sirloin C,2024-06-10 19:36:13,11.02,1.72939
11 oz  Sirloin C,2024-06-10 19:36:19,10.68,1.45173
11 oz  Sirloin C,2024-06-10 19:36:28,10.88,1.42472
11 oz  Sirloin C,2024-06-10 19:39:01,10.88,1.56382
11 oz  Sirloin C,2024-06-10 19:39:08,10.84,1.9243
11 oz  Sirloin C,2024-06-10 19:39:14,10.54,1.87473
11 oz  Sirloin C,2024-06-10 19:39:21,10.4,1.43206
11 oz  Sirloin C,2024-06-10 19:39:28,10.52,1.40144
11 oz  Sirloin C,2024-06-10 19:39:35,11.04,1.36036
11 oz  Sirloin C,2024-06-10 19:39:45,10.74,1.40633
